movie_id,title,director,actors,synopsis,genres,poster,year
59,"Confessional, The (Le Confessionnal)",Robert Lepage,"[('Pierre Lamontagne', 'Lothaire Bluteau'), ('Marc Lamontagne', 'Patrick Goyette'), ('Raymond Massicotte', 'Jean-Louis Millette')]","The year is 1952, in Quebec City. Rachel (16), unmarried and pregnant, works in the church. Filled with shame, she unburdens her guilt to a young priest, under the confidentiality of the confessional. In the present year of 1989, Pierre Lamontagne has returned to Quebec to attend his father's funeral. He meets up with his adopted brother, Marc, who has begun questioning his identity and has embarked on a quest for his roots that would lead them to the Quebec of the 1950s. Past and present converge in a complex web of intrigue where the answer to the mystery lies.","['Drama', 'Mystery']",/8RCRrSAY8e3Qn5p9cNv188ogmZQ.jpg,1995
60,"Indian in the Cupboard, The",Frank Oz,"[('Omri', 'Hal Scardino'), ('Little Bear', 'Litefoot'), ('Jane', 'Lindsay Crouse')]",A nine-year-old boy gets a plastic Indian and a cupboard for his birthday and finds himself involved in adventure when the Indian comes to life and befriends him.,"['Adventure', ""Children's"", 'Fantasy']",/l16BtfILyWxYwSqzofL3V1rMSwe.jpg,1995
61,Eye for an Eye,John Schlesinger,"[('Karen McCann', 'Sally Field'), ('Robert Doob', 'Kiefer Sutherland'), ('Mack McCann', 'Ed Harris')]","It's fire and brimstone time as grieving mother Karen McCann takes justice into her own hands when a kangaroo court in Los Angeles fails to convict Robert Doob, the monster who raped and murdered her 17-year-old daughter.","['Drama', 'Thriller']",/y2lZSdJ1o0VvLegTw3ad6KFtxra.jpg,1996
62,Mr. Holland's Opus,Stephen Herek,"[('Glenn Holland', 'Richard Dreyfuss'), ('Iris Holland', 'Glenne Headly'), ('Bill Meister', 'Jay Thomas')]","In 1965, passionate musician Glenn Holland takes a day job as a high school music teacher, convinced it's just a small obstacle on the road to his true calling: writing a historic opus. As the decades roll by with the composition unwritten but generations of students inspired through his teaching, Holland must redefine his life's purpose.",['Drama'],/jYEKdpVvRV3KdyHMUVYyg0KTVSY.jpg,1995
63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,Paris Barclay,"[('Ashtray', 'Shawn Wayans'), ('Loc Dog', 'Marlon Wayans'), ('Dashiki', 'Tracey Cherelle Jones')]","When Ashtray (Shawn Wayans) moves to South Central L.A. to live with his father (who appears to be the same age he is) and grandmother (who likes to talk tough and smoke reefer), he falls in with his gang-banging cousin Loc Dog (Marlon Wayans), who along with the requisite pistols and Uzi carries a thermo-nuclear warhead for self-defense. Will Ashtray be able to keep living the straight life?",['Comedy'],/l6D9f9WbxdI4tyCmJGs56y8tQla.jpg,1996
64,Two if by Sea,Bill Bennett,"[('Roz', 'Sandra Bullock'), (""Francis 'Frank' O'Brien"", 'Denis Leary'), (""FBI Agent O'Malley"", 'Yaphet Kotto')]","Frank O'Brien, a petty thief, and his 7-year-long girlfriend Roz want to put an end to their unsteady lifestyle and just do that last job, which involves stealing a valuable painting. Frank takes Roz to an island on the coast of New England, where he wants to sell the painting and also hopes that their sagging relationship will get a positive push back up. Not everything goes as planned.","['Comedy', 'Romance']",/e0iwJJiLjk8Z6A9TuL3neX504H3.jpg,1996
65,Bio-Dome,Jason Bloom,"[('Bud Macintosh', 'Pauly Shore'), ('Doyle Johnson', 'Stephen Baldwin'), ('Monique (as Joey Adams)', 'Joey Lauren Adams')]","Bud and Doyle are two losers who are doing nothing with their lives. Both of their girlfriends are actively involved in saving the environment, but the two friends couldn't care less about saving the Earth. One day, when a group of scientists begin a mission to live inside a ""Bio-Dome"" for a year without outside contact, Bud and Doyle mistakenly become part of the project themselves.",['Comedy'],/1bAUaipv3gDU1pATGwziyq1VTwZ.jpg,1996
66,Lawnmower Man 2: Beyond Cyberspace,Farhad Mann,"[('Dr. Benjamin Trace', 'Patrick Bergin'), ('Jobe Smith', 'Matt Frewer'), ('Peter Parkette', ""Austin O'Brien"")]","Jobe is resuscitated by Jonathan Walker. He wants Jobe to create a special computer chip that would connect all the computers in the world into one network, which Walker would control and use. But what Walker doesn't realize is a group of teenage hackers are on to him and out to stop his plan.","['Sci-Fi', 'Thriller']",/i0hBsWBLw64XRehFzCL44PaCs1y.jpg,1996
67,Two Bits,James Foley,"[('Gennaro Spirito', 'Jerry Barone'), ('Gitano Sabatoni', 'Al Pacino'), ('Luisa Spirito', 'Mary Elizabeth Mastrantonio')]","It's a hot summer day in 1933 in South Philly, where 12-year old Gennaro lives with his widowed mom and his ailing grandpa, who sits outside holding tight to his last quarter, which he's promised to Gennaro and which Gennaro would like to have to buy a ticket to the plush new movie theater. But grandpa's not ready to pass on the quarter or pass on to his final reward: he has some unfinished business with a woman from his past, and he enlists Gennaro to act as his emissary.",['Drama'],/k4jOFtt7NqEtLnoI2Rs3BqKNHtI.jpg,1995
68,French Twist (Gazon maudit),Josiane Balasko,"[('Loli', 'Victoria Abril'), ('Marijo', 'Josiane Balasko'), ('Laurent Lafaye', 'Alain Chabat')]","After learning of her husband's infidelities, a housewife invites an itinerant lesbian to move in with them. None of their lives will ever be the same again.","['Comedy', 'Romance']",/dDB8mMKRL28gHsRcGPoMQYrzaXg.jpg,1995
69,Friday,F. Gary Gray,"[('Craig Jones', 'Ice Cube'), ('Smokey', 'Chris Tucker'), ('Debbie', 'Nia Long')]","Craig and Smokey are two guys in Los Angeles hanging out on their porch on a Friday afternoon, smoking and drinking, looking for something to do.",['Comedy'],/kkoGT4bnK5oGiNbzGGcXzrXMSxn.jpg,1995
70,From Dusk Till Dawn,Robert Rodriguez,"[('Seth Gecko', 'George Clooney'), ('Richard Gecko', 'Quentin Tarantino'), ('Jacob Fuller', 'Harvey Keitel')]","Seth Gecko and his younger brother Richard are on the run after a bloody bank robbery in Texas. They escape across the border into Mexico and will be home-free the next morning, when they pay off the local kingpin. They just have to survive 'from dusk till dawn' at the rendezvous point, which turns out to be a Hell of a strip joint.","['Action', 'Comedy', 'Crime', 'Horror', 'Thriller']",/ce0d4kM5KxT4x1Oq8JkSuNYevri.jpg,1996
71,Fair Game,Andrew Sipes,"[('Max Kirkpatrick', 'William Baldwin'), ('Kate McQueen', 'Cindy Crawford'), ('Colonel Ilya Kazak', 'Steven Berkoff')]","Max Kirkpatrick is a cop who protects Kate McQuean, a civil law attorney, from a renegade KGB team out to terminate her",['Action'],/ew0LrIN5fpxdimrErEy9Yry3Nn2.jpg,1995
72,Kicking and Screaming,Noah Baumbach,"[('Grover', 'Josh Hamilton'), ('Jane', ""Olivia d'Abo""), ('Otis', 'Carlos Jacott')]","After college graduation, Grover's girlfriend Jane tells him she's moving to Prague to study writing. Grover declines to accompany her, deciding instead to move in with several friends, all of whom can't quite work up the inertia to escape their university's pull. Nobody wants to make any big decisions that would radically alter his life, yet none of them wants to end up like Chet, the professional student who tends bar and is in his tenth year of university studies.","['Comedy', 'Drama']",/urPxxjylNUHmoNcGkMgHStMTxhF.jpg,1995
73,"Misérables, Les",Claude Lelouch,"[('Henri Fortin / Jean Valjean', 'Jean-Paul Belmondo'), ('André Ziman', 'Michel Boujenah'), ('Elise Ziman', 'Alessandra Martines')]","In France during World War II, a poor and illiterate man, Henri Fortin (Jean-Paul Belmondo), is introduced to Victor Hugo's classic novel Les Misérables and begins to see parallels between the book and his own life.","['Drama', 'Musical']",/ePJCk8puXx28CtvpSpmezpwfVt8.jpg,1995
74,Bed of Roses,Michael Goldenberg,"[('Lewis Farrell', 'Christian Slater'), ('Lisa Walker', 'Mary Stuart Masterson'), ('Kim / Pamela Segall', 'Pamela Adlon')]","The seeds of love are planted when Lisa, a high-powered investment banker, receives flowers from a secret admirer. But when his fairy-tale fantasies clash with her workaholic ways, they soon find out that sometimes, it's harder than it seems for love to conquer all.","['Drama', 'Romance']",/kTEpzjzyeYER1WuCm7Seul4Fatc.jpg,1996
75,Big Bully,Steve Miner,"[('David Leary', 'Rick Moranis'), ('Rosco Bigger - Fang', 'Tom Arnold'), ('Victoria Tucker', 'Julianne Phillips')]","A writer returns to his hometown where he faces the childhood nemesis whose life he ultimately ruined, only the bully wants to relive their painful past by torturing him once again.","['Comedy', 'Drama']",/wtFekK9VKWujQW9R9c6sYbir6wm.jpg,1996
76,Screamers,Christian Duguay,"[('Colonel Hendricksson', 'Peter Weller'), ('Becker', 'Roy Dupuis'), ('Jessica', 'Jennifer Rubin')]","(SIRIUS 6B, Year 2078) On a distant mining planet ravaged by a decade of war, scientists have created the perfect weapon: a blade-wielding, self-replicating race of killing devices known as Screamers designed for one purpose only -- to hunt down and destroy all enemy life forms.","['Sci-Fi', 'Thriller']",/aFEs7D7IQ2IehTsniRIojDkiDl6.jpg,1995
77,Nico Icon,Susanne Ofteringer,"[('Herself', 'Nico'), ('Herself', 'Tina Aumont'), ('Himself', 'Jackson Browne')]","A look into the many lives of Christa Päffgen, otherwise known as Nico; from cutie German mädchen to the first of the supermodels, to glamorous diva of the Velvet Underground, to cult item, junkie and hag. Many faces for the same woman, whom, you realize, just couldn't bring herself to care enough to live.",['Documentary'],/tuIDKBp92R4tGFOB46MofvakfiY.jpg,1995
78,"Crossing Guard, The",Sean Penn,"[('Freddy Gale', 'Jack Nicholson'), ('John Booth', 'David Morse'), ('Mary', 'Anjelica Huston')]","After his daughter died in a hit and run, Freddy Gale has waited six years for John Booth, the man responsible, to be released from prison. On the day of release, Gale visits Booth and announces that he will kill him in one week. Booth uses his time to try and make peace with himself and his entourage, and even finds romance. Gale, whose life is spiraling down because of his obsession towards Booth, will bring himself on the very edge of sanity. At he end of the week, both men will find themselves on a collision course with each other.",['Drama'],/mMXL84GqES2HYpJ0Zt18I7m6mfU.jpg,1995
79,"Juror, The",Brian Gibson,"[('Annie Laird', 'Demi Moore'), ('Teacher', 'Alec Baldwin'), ('Oliver Laird', 'Joseph Gordon-Levitt')]","With his gangster boss on trial for murder, a mob thug known as ""the Teacher"" tells Annie Laird she must talk her fellow jurors into a not-guilty verdict, implying that he'll kill her son Oliver if she fails. She manages to do this, but, when it becomes clear that the mobsters might want to silence her for good, she sends Oliver abroad and tries to gather evidence of the plot against her, setting up a final showdown.","['Drama', 'Thriller']",/7aXOB0DyZPxNOYbaQ2oiNn64jm3.jpg,1996
80,"White Balloon, The (Badkonake Sefid )",Jafar Panahi,"[('Razieh', 'Aida Mohammadkhani'), ('Ali', 'Mohsen Kafili'), ('Mother', 'Fereshteh Sadre Orafaiy')]",Several people try to take advantage of a little girl's innocence to hustle money her mom gave to her to buy a goldfish with.,['Drama'],/96UDOJNgJXHmQMJqA79bKS9PR8i.jpg,1995
81,Things to Do in Denver when You're Dead,Gary Fleder,"[(""Jimmy 'The Saint' Tosnia"", 'Andy García'), ('Pieces', 'Christopher Lloyd'), ('Franchise', 'William Forsythe')]",A mafia film in Tarantino style with a star-studded cast. Jimmy’s “The Saint” gangster career has finally ended. Yet now he finds him self doing favors for a wise godfather known as “The Man with the Plan.”,"['Crime', 'Drama', 'Romance']",/ysKIolKO0376Nl5DV1fDAAPudEq.jpg,1995
82,Antonia's Line (Antonia),Marleen Gorris,"[('Antonia', 'Willeke van Ammelrooy'), ('Danielle', 'Els Dottermans'), ('Allegonde', 'Dora van der Groen')]","After World War II, Antonia and her daughter, Danielle, go back to their Dutch hometown, where Antonia's late mother has bestowed a small farm upon her. There, Antonia settles down and joins a tightly-knit but unusual community. Those around her include quirky friend Crooked Finger, would-be suitor Bas and, eventually for Antonia, a granddaughter and great-granddaughter who help create a strong family of empowered women.",['Drama'],/bIQp2SJrVXiQttv9hXeqliQox0K.jpg,1995
83,Once Upon a Time... When We Were Colored,Tim Reid,"[('Poppa', 'Al Freeman, Jr.'), ('Ma Ponk', 'Phylicia Rashād'), ('Ma Pearl', 'Paula Kelly')]","This film relates the story of a tightly connected Afro-American community informally called Colored Town where the inhabitants live and depend on each other in a world where racist oppression is everywhere, as told by a boy called Cliff who spent his childhood there. Despite this, we see the life of the community in all its joys and sorrows, of those that live there while others decide to leave for a better life north. For those remaining, things come to a serious situation when one prominent businessman is being muscled out by a white competitor using racist intimidation. In response, the community must make the decision of whether to submit meekly like they always have, or finally fight for their rights.",['Drama'],/tsJSlkFSZPQhhVuKrYJXNClYaPD.jpg,1995
84,Last Summer in the Hamptons,Henry Jaglom,"[('Oona Hart', 'Victoria Foyt'), ('Helena Mora', 'Viveca Lindfors'), ('Jake Axelrod', 'Jon Robin Baitz')]","Filmed entirely on location in East Hampton, Long Island, ""Last Summer in the Hamptons"" concerns a large theatrical family spending the last weekend of their summer together at the decades-old family retreat which economic circumstances have forced them to put on the market. Victoria Foyt plays a young Hollywood actress whose visit wreaks havoc on the stellar group of family and friends - led by matriarch Viveca Lindfors and made up of an extraordinary mix of prominent New York actors, directors, and playwrights. In the course of a very unusual weekend, comic as well as serious situations arise, and the family's secrets - of which there are many - begin to unravel.","['Comedy', 'Drama']",/pfgpkDNcwSi1x4jVzeLqvxTwX5a.jpg,1995
85,Angels and Insects,Philip Haas,"[('William Adamson', 'Mark Rylance'), ('Matty Crompton', 'Kristin Scott Thomas'), ('Eugenia Alabaster Adamson', 'Patsy Kensit')]","In Victorian England, wealthy patriarch Sir Harald Alabaster invites an impoverished biologist, William Adamson, into his home. There, William tries to continue his work, but is distracted by Alabaster's seductive daughter, Eugenia. William and Eugenia begin a torrid romance, but as the couple become closer, the young scientist begins to realize that dark, disturbing things are happening behind the closed doors of the Alabaster manor.","['Drama', 'Romance']",/1QyCF6IFoX5WJIYHOkmLa3vzU0r.jpg,1995
